,Event,mass1,mass2,mchirp,spin1x,spin1y,spin1z,spin2x,spin2y,spin2z,mass1_recover,mass2_recover,mchirp_recover,spin1x_recover,spin1y_recover,spin1z_recover,spin2x_recover,spin2y_recover,spin2z_recover,SNR,P_NS,P_EMB,M_rem,label
9107,26133_1000261329,1.2066381,1.4471041,1.1494083,0.0,0.0,0.0,0.0,0.0,0.0,1.620053,1.0846038,1.1493645,0.0,0.0,0.0,0.0,0.0,0.0,9.667223340863698,1.0,1.0,0.06289673608982675,1
9108,27276_1000272759,1.2693928,1.3546896,1.141474,0.0,0.0,0.0,0.0,0.0,0.0,1.4414904,1.1947005,1.1414243,0.0,0.0,0.0,0.0,0.0,0.0,17.11229109097472,1.0,1.0,0.045042784072138964,1
9109,20009_1000200089,1.3126824,1.3839087,1.173268,0.0,0.0,0.0,0.0,0.0,0.0,1.626996,1.1238897,1.1731988,0.0,0.0,0.0,0.0,0.0,0.0,17.09904912397233,1.0,1.0,0.03270847815887792,1
9110,27746_1000277459,1.413883,1.2608793,1.1619706,0.0,0.0,0.0,0.0,0.0,0.0,1.394676,1.2778068,1.1619304,0.0,0.0,0.0,0.0,0.0,0.0,8.904759578453051,1.0,1.0,0.047097927631584734,1
9111,24671_1000246709,1.43794,1.3365182,1.2066846,0.0,0.0,0.0,0.0,0.0,0.0,1.5590167,1.2356751,1.2066637,0.0,0.0,0.0,0.0,0.0,0.0,13.03716646707908,1.0,1.0,0.02625709280473238,1
9112,23144_1000231439,1.3813165,1.3855397,1.2043425,0.0,0.0,0.0,0.0,0.0,0.0,1.560097,1.2302055,1.204335,0.0,0.0,0.0,0.0,0.0,0.0,15.42214491453443,1.0,1.0,0.01587918559938763,0
9113,27083_1000270830,1.2032702,1.492832,1.1654058,0.0,0.0,0.0,0.0,0.0,0.0,1.6114222,1.1193901,1.1653492,0.0,0.0,0.0,0.0,0.0,0.0,8.97847038132078,1.0,1.0,0.06319316982537021,1
9114,25297_1000252969,1.2690904,1.5341066,1.2136071,0.0,0.0,0.0,0.0,0.0,0.0,1.7198166,1.1396044,1.2136295,0.0,0.0,0.0,0.0,0.0,0.0,9.663189815874906,1.0,1.0,0.04335845945496259,1
9115,21633_1000216330,1.5649931,1.5045615,1.3357906,0.0,0.0,0.0,0.0,0.0,0.0,1.991782,1.1968834,1.3355323,0.0,0.0,0.0,0.0,0.0,0.0,9.283507546074967,1.0,1.0,,1
9116,25568_1000255680,1.3441737,1.3994375,1.1939354,0.0,0.0,0.0,0.0,0.0,0.0,1.6526839,1.1455594,1.1938434,0.0,0.0,0.0,0.0,0.0,0.0,18.1345424110491,1.0,1.0,0.02450145502645202,0
9117,21454_1000214539,1.4842294,1.4530014,1.2784172,0.0,0.0,0.0,0.0,0.0,0.0,1.6919705,1.279427,1.278359,0.0,0.0,0.0,0.0,0.0,0.0,10.42914074830401,1.0,1.0,0.0034744755294681953,0
9118,29954_1000299540,1.4685239,1.4886806,1.2871622,0.0,0.0,0.0,0.0,0.0,0.0,1.5482312,1.4128242,1.2872564,0.0,0.0,0.0,0.0,0.0,0.0,11.5308701807473,1.0,1.0,0.0018103489980604867,0
9119,26443_1000264430,1.416534,1.4423287,1.2443315,0.0,0.0,0.0,0.0,0.0,0.0,1.7134895,1.1997763,1.2442653,0.0,0.0,0.0,0.0,0.0,0.0,10.03911922551718,1.0,1.0,0.008936638013068928,0
9120,27345_1000273450,1.4074436,1.3645986,1.2064285,0.0,0.0,0.0,0.0,0.0,0.0,1.4403889,1.3337214,1.2064302,0.0,0.0,0.0,0.0,0.0,0.0,30.14401969780709,1.0,1.0,0.019594425403999718,0
9121,26941_1000269410,1.303548,1.2788638,1.1239984,0.0,0.0,0.0,0.0,0.0,0.0,1.4474967,1.1544555,1.1239241,0.0,0.0,0.0,0.0,0.0,0.0,10.72706447892372,1.0,1.0,0.04245291546254596,1
9122,28256_1000282559,1.2797033,1.3365486,1.1384672,0.0,0.0,0.0,0.0,0.0,0.0,1.5513391,1.10853,1.1384146,0.0,0.0,0.0,0.0,0.0,0.0,20.1456303207766,1.0,1.0,0.042121692440197624,1
9123,22228_1000222280,1.3418512,1.4554832,1.2164046,0.0,0.0,0.0,0.0,0.0,0.0,1.4103035,1.3844217,1.2164122,0.0,0.0,0.0,0.0,0.0,0.0,9.345232354257057,1.0,1.0,0.024840791368486277,0
9124,23349_1000233490,1.3150147,1.3410064,1.1560339,0.0,0.0,0.0,0.0,0.0,0.0,1.3553208,1.301304,1.1560762,0.0,0.0,0.0,0.0,0.0,0.0,15.37993127951338,1.0,1.0,0.03219812732725101,1
9125,23172_1000231719,1.3695291,1.5045558,1.2493606,0.0,0.0,0.0,0.0,0.0,0.0,2.029991,1.0369198,1.2491176,0.0,0.0,0.0,0.0,0.0,0.0,9.29604690328334,1.0,1.0,0.018104907050913215,0
9126,25273_1000252730,1.4604245,1.4950833,1.2863533,0.0,0.0,0.0,0.0,0.0,0.0,1.6171234,1.3522446,1.2863117,0.0,0.0,0.0,0.0,0.0,0.0,14.27221835382773,1.0,1.0,0.0026191683748985114,0
9127,29449_1000294489,1.4579868,1.4045488,1.2457304,0.0,0.0,0.0,0.0,0.0,0.0,1.8152403,1.1398913,1.2455558,0.0,0.0,0.0,0.0,0.0,0.0,11.86148151510616,1.0,1.0,0.011090827807039938,0
9128,21866_1000218660,1.3170015,1.4422615,1.1995533,0.0,0.0,0.0,0.0,0.0,0.0,1.4103321,1.3465095,1.199599,0.0,0.0,0.0,0.0,0.0,0.0,13.2992873641717,1.0,1.0,0.031248207559936805,1
9129,22761_1000227610,1.3078595,1.353627,1.1582737,0.0,0.0,0.0,0.0,0.0,0.0,1.3701564,1.2922105,1.1582664,0.0,0.0,0.0,0.0,0.0,0.0,12.03985278486036,1.0,1.0,0.03412153994493489,1
9130,29408_1000294079,1.4435312,1.367298,1.2229444,0.0,0.0,0.0,0.0,0.0,0.0,1.7472677,1.1394008,1.2227628,0.0,0.0,0.0,0.0,0.0,0.0,9.567854522540717,1.0,1.0,0.018879518278308378,0
9131,29727_1000297270,1.4080533,1.4946955,1.2628193,0.0,0.0,0.0,0.0,0.0,0.0,1.9688724,1.0871352,1.2626116,0.0,0.0,0.0,0.0,0.0,0.0,11.27832550980238,1.0,1.0,0.010350579464299528,0
9132,20608_1000206080,1.2748882,1.4291164,1.1746875,0.0,0.0,0.0,0.0,0.0,0.0,1.6981488,1.0829047,1.1746209,0.0,0.0,0.0,0.0,0.0,0.0,9.176735294285358,1.0,1.0,0.04291888829291647,1
9133,25790_1000257899,1.3132498,1.490646,1.217533,0.0,0.0,0.0,0.0,0.0,0.0,1.988457,1.005494,1.216994,0.0,0.0,0.0,0.0,0.0,0.0,12.45052318286579,1.0,1.0,0.031858745716436,1
9134,29378_1000293780,1.398519,1.4941435,1.2582787,0.0,0.0,0.0,0.0,0.0,0.0,1.8889843,1.1206608,1.2581096,0.0,0.0,0.0,0.0,0.0,0.0,10.32859666924464,1.0,1.0,0.012142435870354589,0
9135,23815_1000238149,1.352019,1.4548762,1.2207874,0.0,0.0,0.0,0.0,0.0,0.0,1.831358,1.0880654,1.220668,0.0,0.0,0.0,0.0,0.0,0.0,8.458885856462112,1.0,1.0,0.022383161940662935,0
9136,26277_1000262769,1.408923,1.2628435,1.1608669,0.0,0.0,0.0,0.0,0.0,0.0,1.6096317,1.1120493,1.1607612,0.0,0.0,0.0,0.0,0.0,0.0,10.23302294630608,1.0,1.0,0.04656979852152183,1
9137,22159_1000221590,1.3585837,1.4198155,1.209016,0.0,0.0,0.0,0.0,0.0,0.0,1.9672825,1.0019974,1.2086756,0.0,0.0,0.0,0.0,0.0,0.0,11.01843512976237,1.0,1.0,0.02096479234641231,0
9138,20767_1000207670,1.3321607,1.3491031,1.1670599,0.0,0.0,0.0,0.0,0.0,0.0,1.4619519,1.2311144,1.16705,0.0,0.0,0.0,0.0,0.0,0.0,9.976019241445925,1.0,1.0,0.027642005445221413,1
9139,29204_1000292040,1.2814364,1.3189945,1.1317617,0.0,0.0,0.0,0.0,0.0,0.0,1.4928331,1.136318,1.131732,0.0,0.0,0.0,0.0,0.0,0.0,23.89812666010241,1.0,1.0,0.041672322810434634,1
9140,27478_1000274780,1.562379,1.4941905,1.3300518,0.0,0.0,0.0,0.0,0.0,0.0,1.84353,1.2746187,1.3299612,0.0,0.0,0.0,0.0,0.0,0.0,10.07775021146774,1.0,1.0,0.00013500046027333697,0
9141,24446_1000244459,1.2640064,1.362524,1.1422983,0.0,0.0,0.0,0.0,0.0,0.0,1.4762547,1.1695902,1.1423631,0.0,0.0,0.0,0.0,0.0,0.0,10.45989490681254,1.0,1.0,0.04657823184341267,1
9142,29513_1000295129,1.4201337,1.3923361,1.2241268,0.0,0.0,0.0,0.0,0.0,0.0,1.5093123,1.3112838,1.2241012,0.0,0.0,0.0,0.0,0.0,0.0,11.536936127279,1.0,1.0,0.013542621534820585,0
9143,20231_1000202309,1.5425467,1.4941727,1.3216076,0.0,0.0,0.0,0.0,0.0,0.0,1.633367,1.4124005,1.3215562,0.0,0.0,0.0,0.0,0.0,0.0,10.39151348711975,1.0,1.0,0.00014193960551344198,0
9144,22277_1000222770,1.4590545,1.3535244,1.2232116,0.0,0.0,0.0,0.0,0.0,0.0,1.4347866,1.3761654,1.2232186,0.0,0.0,0.0,0.0,0.0,0.0,31.49425397583567,1.0,1.0,0.022005489663201584,0
9145,29566_1000295660,1.5673611,1.4417502,1.3084219,0.0,0.0,0.0,0.0,0.0,0.0,2.3441412,0.9968856,1.3073789,0.0,0.0,0.0,0.0,0.0,0.0,12.04674923826705,1.0,1.0,0.004760908062594596,0
9146,20244_1000202440,1.5158211,1.3656517,1.2521888,0.0,0.0,0.0,0.0,0.0,0.0,1.6839397,1.2344736,1.2521479,0.0,0.0,0.0,0.0,0.0,0.0,12.46823347984977,1.0,1.0,0.018898774309943203,0
9147,20228_1000202279,1.4869329,1.4112328,1.2609833,0.0,0.0,0.0,0.0,0.0,0.0,1.8405573,1.1521065,1.2608215,0.0,0.0,0.0,0.0,0.0,0.0,15.87586303140502,1.0,1.0,0.009797447715182823,0
9148,20585_1000205850,1.4316179,1.4584104,1.257893,0.0,0.0,0.0,0.0,0.0,0.0,1.5139852,1.3795877,1.2578697,0.0,0.0,0.0,0.0,0.0,0.0,13.79909082722644,1.0,1.0,0.006441297459765517,0
9149,23337_1000233370,1.3994879,1.2590584,1.1552612,0.0,0.0,0.0,0.0,0.0,0.0,1.4845872,1.1890166,1.1551989,0.0,0.0,0.0,0.0,0.0,0.0,10.80409174233491,1.0,1.0,0.04775829364726777,1
9150,28163_1000281629,1.5144504,1.3807757,1.2586077,0.0,0.0,0.0,0.0,0.0,0.0,1.6098946,1.3011171,1.2585182,0.0,0.0,0.0,0.0,0.0,0.0,11.82013275985044,1.0,1.0,0.01563110134216485,0
9151,24913_1000249129,1.4110639,1.3027283,1.1801168,0.0,0.0,0.0,0.0,0.0,0.0,1.5831503,1.1660384,1.1800491,0.0,0.0,0.0,0.0,0.0,0.0,20.30437286425026,1.0,1.0,0.035272944955773114,1
9152,29610_1000296100,1.3647251,1.3510462,1.18209,0.0,0.0,0.0,0.0,0.0,0.0,1.4919337,1.2379026,1.1820457,0.0,0.0,0.0,0.0,0.0,0.0,15.22626164816511,1.0,1.0,0.02287256737945397,0
9153,23780_1000237800,1.5211971,1.301742,1.2242945,0.0,0.0,0.0,0.0,0.0,0.0,1.5942262,1.2443742,1.224277,0.0,0.0,0.0,0.0,0.0,0.0,14.07314152263387,1.0,1.0,0.03459420697197112,1
9154,20360_1000203600,1.3242468,1.3354665,1.157695,0.0,0.0,0.0,0.0,0.0,0.0,1.7359049,1.0322639,1.1575812,0.0,0.0,0.0,0.0,0.0,0.0,21.69462597446703,1.0,1.0,0.029728773319563077,1
9155,27084_1000270840,1.3738778,1.3725975,1.1954726,0.0,0.0,0.0,0.0,0.0,0.0,1.4295243,1.3194994,1.1954316,0.0,0.0,0.0,0.0,0.0,0.0,15.26723302794407,1.0,1.0,0.017805567718286272,0
9156,26933_1000269329,1.474562,1.3070517,1.2081313,0.0,0.0,0.0,0.0,0.0,0.0,1.5828019,1.2208365,1.2081088,0.0,0.0,0.0,0.0,0.0,0.0,19.02801009552249,1.0,1.0,0.033637018472014515,1
9157,22112_1000221120,1.2501857,1.223353,1.0765942,0.0,0.0,0.0,0.0,0.0,0.0,1.2951314,1.1813494,1.076585,0.0,0.0,0.0,0.0,0.0,0.0,31.49096563374576,1.0,1.0,0.05946138090719795,1
9158,22698_1000226980,1.4374269,1.2947237,1.18729,0.0,0.0,0.0,0.0,0.0,0.0,1.6415281,1.1404094,1.1871784,0.0,0.0,0.0,0.0,0.0,0.0,9.713255770446363,1.0,1.0,0.0372855957989327,1
9159,28937_1000289370,1.2503495,1.344259,1.128481,0.0,0.0,0.0,0.0,0.0,0.0,1.5761874,1.0737997,1.1284178,0.0,0.0,0.0,0.0,0.0,0.0,17.02676446905768,1.0,1.0,0.05075288899167616,1
9160,22404_1000224039,1.3986863,1.3902955,1.2139682,0.0,0.0,0.0,0.0,0.0,0.0,1.5739994,1.238894,1.213927,0.0,0.0,0.0,0.0,0.0,0.0,10.89703788984127,1.0,1.0,0.013976978143177669,0
9161,25160_1000251599,1.4723291,1.3660887,1.2344543,0.0,0.0,0.0,0.0,0.0,0.0,1.4384114,1.3979148,1.2344316,0.0,0.0,0.0,0.0,0.0,0.0,8.469996446284558,1.0,1.0,0.019037108894323376,0
9162,23324_1000233240,1.32525,1.3182102,1.150628,0.0,0.0,0.0,0.0,0.0,0.0,1.4237345,1.2283268,1.1506125,0.0,0.0,0.0,0.0,0.0,0.0,16.43167665762623,1.0,1.0,0.03134964897653645,1
9163,25283_1000252829,1.3967801,1.5385631,1.2758929,0.0,0.0,0.0,0.0,0.0,0.0,1.5558202,1.3816553,1.2759117,0.0,0.0,0.0,0.0,0.0,0.0,19.10930057054033,1.0,1.0,0.012289763672013837,0
9164,27922_1000279220,1.3620225,1.4984195,1.2433803,0.0,0.0,0.0,0.0,0.0,0.0,1.9886822,1.0464509,1.2431828,0.0,0.0,0.0,0.0,0.0,0.0,14.04158974634375,1.0,1.0,0.01982151799936773,0
9165,23103_1000231029,1.2744639,1.3654274,1.1482606,0.0,0.0,0.0,0.0,0.0,0.0,1.534711,1.1387831,1.1483247,0.0,0.0,0.0,0.0,0.0,0.0,10.21119914916572,1.0,1.0,0.043506287020710084,1
9166,20643_1000206430,1.3547766,1.4217409,1.2081276,0.0,0.0,0.0,0.0,0.0,0.0,1.6282417,1.1884742,1.2080268,0.0,0.0,0.0,0.0,0.0,0.0,15.81255493658317,1.0,1.0,0.021859441916397843,0
9167,29759_1000297590,1.3964853,1.2466925,1.1482915,0.0,0.0,0.0,0.0,0.0,0.0,1.76084,1.0032067,1.1480403,0.0,0.0,0.0,0.0,0.0,0.0,10.68440096656665,1.0,1.0,0.05144081749621733,1
9168,23143_1000231430,1.3998156,1.2954433,1.1721237,0.0,0.0,0.0,0.0,0.0,0.0,1.5274704,1.1904573,1.1720992,0.0,0.0,0.0,0.0,0.0,0.0,12.88944989402956,1.0,1.0,0.03734786649405383,1
9169,26499_1000264990,1.4882709,1.4505506,1.2790699,0.0,0.0,0.0,0.0,0.0,0.0,1.5552984,1.3888313,1.2790471,0.0,0.0,0.0,0.0,0.0,0.0,12.37309459286472,1.0,1.0,0.003771787361152704,0
9170,24610_1000246100,1.4237006,1.4212996,1.2383577,0.0,0.0,0.0,0.0,0.0,0.0,1.9144541,1.0740411,1.2380809,0.0,0.0,0.0,0.0,0.0,0.0,12.00202496402215,1.0,1.0,0.008125992788495363,0
9171,24437_1000244369,1.3947212,1.3099788,1.1765954,0.0,0.0,0.0,0.0,0.0,0.0,1.470892,1.2436316,1.176589,0.0,0.0,0.0,0.0,0.0,0.0,24.69658193019724,1.0,1.0,0.03339073402956422,1
9172,23621_1000236210,1.5911002,1.435737,1.3154236,0.0,0.0,0.0,0.0,0.0,0.0,2.1029036,1.1071726,1.3149757,0.0,0.0,0.0,0.0,0.0,0.0,11.07462536534872,1.0,1.0,0.005510665712131428,0
9173,26392_1000263919,1.3123289,1.4494957,1.2003739,0.0,0.0,0.0,0.0,0.0,0.0,1.727171,1.1112741,1.2002668,0.0,0.0,0.0,0.0,0.0,0.0,10.09299739946035,1.0,1.0,0.032432692055486975,1
9174,27904_1000279040,1.5566763,1.5084969,1.3339963,0.0,0.0,0.0,0.0,0.0,0.0,1.615603,1.4541726,1.3339791,0.0,0.0,0.0,0.0,0.0,0.0,9.375106986123622,1.0,1.0,,1
9175,27883_1000278830,1.3008454,1.4303248,1.187207,0.0,0.0,0.0,0.0,0.0,0.0,1.4793524,1.2587363,1.1871738,0.0,0.0,0.0,0.0,0.0,0.0,9.914947026388592,1.0,1.0,0.03566018177879167,1
9176,20558_1000205580,1.369652,1.4033521,1.2069132,0.0,0.0,0.0,0.0,0.0,0.0,1.719596,1.1275251,1.206842,0.0,0.0,0.0,0.0,0.0,0.0,17.60037106687179,1.0,1.0,0.01844673844444586,0
9177,26828_1000268279,1.418269,1.4462754,1.2467939,0.0,0.0,0.0,0.0,0.0,0.0,1.603854,1.2821181,1.2468014,0.0,0.0,0.0,0.0,0.0,0.0,10.81084450150978,1.0,1.0,0.00863204316809977,0
9178,29147_1000291470,1.3311584,1.3863075,1.1825534,0.0,0.0,0.0,0.0,0.0,0.0,1.5919595,1.1646416,1.1824963,0.0,0.0,0.0,0.0,0.0,0.0,10.85795254898173,1.0,1.0,0.027827925738566954,1
9179,22869_1000228690,1.2566513,1.3805172,1.1463741,0.0,0.0,0.0,0.0,0.0,0.0,1.3599449,1.2754143,1.1463985,0.0,0.0,0.0,0.0,0.0,0.0,11.29437037458962,1.0,1.0,0.0486220197376022,1
9180,20935_1000209350,1.2344476,1.4237629,1.1535285,0.0,0.0,0.0,0.0,0.0,0.0,1.4121482,1.2443222,1.1535246,0.0,0.0,0.0,0.0,0.0,0.0,35.17876815062488,1.0,1.0,0.05481200722744327,1
9181,28413_1000284130,1.2920563,1.5658495,1.2371128,0.0,0.0,0.0,0.0,0.0,0.0,1.5914391,1.2721031,1.2371054,0.0,0.0,0.0,0.0,0.0,0.0,9.058076901520533,1.0,1.0,0.03663967670602011,1
9182,25000_1000250000,1.3809199,1.3336169,1.1813555,0.0,0.0,0.0,0.0,0.0,0.0,1.5375557,1.2011703,1.1812764,0.0,0.0,0.0,0.0,0.0,0.0,10.02905005478196,1.0,1.0,0.027210999894548418,1
9183,26098_1000260979,1.2627875,1.3606663,1.1409706,0.0,0.0,0.0,0.0,0.0,0.0,1.6164261,1.0715373,1.1409148,0.0,0.0,0.0,0.0,0.0,0.0,18.41450096707465,1.0,1.0,0.04694883945688093,1
9184,21602_1000216019,1.2475656,1.3057588,1.1110526,0.0,0.0,0.0,0.0,0.0,0.0,1.3663292,1.1931092,1.1109957,0.0,0.0,0.0,0.0,0.0,0.0,11.19082320791911,1.0,1.0,0.05179105551555877,1
9185,28642_1000286419,1.4710793,1.3503753,1.2267603,0.0,0.0,0.0,0.0,0.0,0.0,1.7363774,1.1529737,1.2266426,0.0,0.0,0.0,0.0,0.0,0.0,12.42665713526764,1.0,1.0,0.02269093284182404,0
9186,27261_1000272610,1.3624223,1.3652108,1.1872705,0.0,0.0,0.0,0.0,0.0,0.0,1.7037169,1.1018817,1.1871738,0.0,0.0,0.0,0.0,0.0,0.0,14.02704373935042,1.0,1.0,0.0201470629930479,0
9187,23751_1000237509,1.4264748,1.3201677,1.1944706,0.0,0.0,0.0,0.0,0.0,0.0,1.7448528,1.0906274,1.1943616,0.0,0.0,0.0,0.0,0.0,0.0,12.77932277223665,1.0,1.0,0.030512831502327493,1
9188,28505_1000285050,1.5311146,1.5000153,1.3192925,0.0,0.0,0.0,0.0,0.0,0.0,1.8671438,1.2397221,1.3189756,0.0,0.0,0.0,0.0,0.0,0.0,10.08926539281096,1.0,1.0,1.4071604801222715e-05,0
9189,27126_1000271259,1.2933555,1.4110155,1.1758084,0.0,0.0,0.0,0.0,0.0,0.0,1.7005512,1.0833933,1.1756916,0.0,0.0,0.0,0.0,0.0,0.0,12.91975333982945,1.0,1.0,0.037856974727232345,1
9190,20196_1000201960,1.2886511,1.4335617,1.1828963,0.0,0.0,0.0,0.0,0.0,0.0,1.4424015,1.2809002,1.1828829,0.0,0.0,0.0,0.0,0.0,0.0,20.32508402892567,1.0,1.0,0.038999476666893323,1
9191,26379_1000263790,1.3170892,1.5214144,1.2316852,0.0,0.0,0.0,0.0,0.0,0.0,1.4817662,1.351677,1.2317673,0.0,0.0,0.0,0.0,0.0,0.0,10.46295920854702,1.0,1.0,0.03057447791067737,1
9192,24358_1000243579,1.440177,1.3809772,1.2276542,0.0,0.0,0.0,0.0,0.0,0.0,1.5525477,1.2830855,1.2275814,0.0,0.0,0.0,0.0,0.0,0.0,9.033757734895264,1.0,1.0,0.015877470236045705,0
9193,28000_1000280000,1.3241279,1.4980104,1.2256069,0.0,0.0,0.0,0.0,0.0,0.0,1.5689613,1.266018,1.2255225,0.0,0.0,0.0,0.0,0.0,0.0,11.4128933675324,1.0,1.0,0.028984486340993085,1
9194,22448_1000224480,1.3233906,1.526804,1.236824,0.0,0.0,0.0,0.0,0.0,0.0,1.4962249,1.3497483,1.2368119,0.0,0.0,0.0,0.0,0.0,0.0,12.79427444433517,1.0,1.0,0.028913331369790542,1
9195,25642_1000256419,1.454786,1.3663884,1.2272639,0.0,0.0,0.0,0.0,0.0,0.0,1.4651897,1.3569207,1.2273098,0.0,0.0,0.0,0.0,0.0,0.0,12.99538829157373,1.0,1.0,0.019044233742619113,0
9196,26378_1000263779,1.2686338,1.4755352,1.1903902,0.0,0.0,0.0,0.0,0.0,0.0,1.6291964,1.1543846,1.1903471,0.0,0.0,0.0,0.0,0.0,0.0,24.02065044646454,1.0,1.0,0.044226900629926486,1
9197,29118_1000291180,1.3744304,1.3868071,1.2018839,0.0,0.0,0.0,0.0,0.0,0.0,1.5107232,1.263646,1.2018585,0.0,0.0,0.0,0.0,0.0,0.0,11.16575126738667,1.0,1.0,0.017390819925328444,0
9198,21491_1000214909,1.5009034,1.3898776,1.2571715,0.0,0.0,0.0,0.0,0.0,0.0,1.6276193,1.2848785,1.2571752,0.0,0.0,0.0,0.0,0.0,0.0,21.6354513683704,1.0,1.0,0.013822179249825981,0
9199,20397_1000203969,1.3194838,1.4270506,1.1943979,0.0,0.0,0.0,0.0,0.0,0.0,1.9117091,1.0044627,1.1941277,0.0,0.0,0.0,0.0,0.0,0.0,8.704414093907603,1.0,1.0,0.030689027944597352,1
9200,20468_1000204680,1.2779655,1.3564813,1.1460984,0.0,0.0,0.0,0.0,0.0,0.0,1.483031,1.1719005,1.1460774,0.0,0.0,0.0,0.0,0.0,0.0,14.32975228147543,1.0,1.0,0.04253973503970649,1
9201,84109_1000841090,1.4390773,1.6875365,1.3557746,0.0,0.0,0.0,0.0,0.0,0.0,2.3416388,1.0665004,1.355143,0.0,0.0,0.0,0.0,0.0,0.0,11.11612360628856,1.0,1.0,0.004616221428772981,0
9202,80148_1000801479,1.3651892,1.4326183,1.217392,0.0,0.0,0.0,0.0,0.0,0.0,1.5047308,1.3009846,1.2173904,0.0,0.0,0.0,0.0,0.0,0.0,15.37959530035811,1.0,1.0,0.019394642937831105,0
9203,80106_1000801059,1.4438131,1.1711415,1.1307833,0.0,0.0,0.0,0.0,0.0,0.0,1.593782,1.0669265,1.1306771,0.0,0.0,0.0,0.0,0.0,0.0,15.57843213034142,1.0,1.0,0.07382801875460122,1
9204,83098_1000830979,1.5073024,1.2739848,1.2055067,0.0,0.0,0.0,0.0,0.0,0.0,1.7667824,1.0973836,1.2053837,0.0,0.0,0.0,0.0,0.0,0.0,15.25931664566882,1.0,1.0,0.04233877295339133,1
9205,83694_1000836939,1.4317579,1.3696972,1.219045,0.0,0.0,0.0,0.0,0.0,0.0,1.9397072,1.0303314,1.21864,0.0,0.0,0.0,0.0,0.0,0.0,9.445909072842367,1.0,1.0,0.01837475960201543,0
9206,89704_1000897039,1.2775277,1.383945,1.1573617,0.0,0.0,0.0,0.0,0.0,0.0,1.4730598,1.2022861,1.1573399,0.0,0.0,0.0,0.0,0.0,0.0,11.3231461188057,1.0,1.0,0.04251027731518479,1
9207,86995_1000869949,1.2346486,1.3535945,1.1251701,0.0,0.0,0.0,0.0,0.0,0.0,1.4976372,1.1200507,1.1251308,0.0,0.0,0.0,0.0,0.0,0.0,13.27530504149594,1.0,1.0,0.05543708945774143,1
9208,88051_1000880509,1.4681503,1.451246,1.2707155,0.0,0.0,0.0,0.0,0.0,0.0,1.9079621,1.1316174,1.270571,0.0,0.0,0.0,0.0,0.0,0.0,10.38908628426343,1.0,1.0,0.00369824245482756,0
9209,86867_1000868670,1.4162947,1.2254606,1.1462867,0.0,0.0,0.0,0.0,0.0,0.0,1.7093875,1.0271506,1.146158,0.0,0.0,0.0,0.0,0.0,0.0,8.734000831742282,1.0,1.0,0.05760221621598863,1
9210,81236_1000812360,1.2338979,1.3322923,1.1160136,0.0,0.0,0.0,0.0,0.0,0.0,1.3373605,1.2293289,1.1160285,0.0,0.0,0.0,0.0,0.0,0.0,11.75331753536744,1.0,1.0,0.055821255623430516,1
9211,88158_1000881580,1.5770972,1.2967448,1.243756,0.0,0.0,0.0,0.0,0.0,0.0,1.4630462,1.3957131,1.243933,0.0,0.0,0.0,0.0,0.0,0.0,10.91512321103689,1.0,1.0,0.03524386431883934,1
9212,84717_1000847170,1.3353103,1.5030771,1.2328883,0.0,0.0,0.0,0.0,0.0,0.0,2.0707989,0.99331534,1.2321796,0.0,0.0,0.0,0.0,0.0,0.0,10.78038303084383,1.0,1.0,0.026136123972184226,1
9213,89201_1000892010,1.4544252,1.6193666,1.3356328,0.0,0.0,0.0,0.0,0.0,0.0,1.7492107,1.3498821,1.3354753,0.0,0.0,0.0,0.0,0.0,0.0,10.78671281401083,1.0,1.0,0.003038503994476848,0
9214,85480_1000854799,1.5489191,1.380333,1.2724954,0.0,0.0,0.0,0.0,0.0,0.0,2.095111,1.043338,1.271851,0.0,0.0,0.0,0.0,0.0,0.0,10.23737294766294,1.0,1.0,0.015524449673078927,0
9215,88037_1000880370,1.357563,1.4786679,1.2331902,0.0,0.0,0.0,0.0,0.0,0.0,1.8221818,1.1141378,1.2329848,0.0,0.0,0.0,0.0,0.0,0.0,12.47462697983878,1.0,1.0,0.02095761063776262,0
9216,82192_1000821920,1.3683068,1.5932497,1.284625,0.0,0.0,0.0,0.0,0.0,0.0,1.68445,1.2972076,1.2846624,0.0,0.0,0.0,0.0,0.0,0.0,10.68613840542506,1.0,1.0,0.01774381743609585,0
9217,85122_1000851219,1.4689409,1.2770623,1.1917622,0.0,0.0,0.0,0.0,0.0,0.0,1.454931,1.2900971,1.192256,0.0,0.0,0.0,0.0,0.0,0.0,26.05389695867805,1.0,1.0,0.04191518902371734,1
9218,81805_1000818049,1.5205722,1.5182287,1.3227144,0.0,0.0,0.0,0.0,0.0,0.0,1.729439,1.3391964,1.3226979,0.0,0.0,0.0,0.0,0.0,0.0,10.42559219603967,1.0,1.0,,1
9219,85629_1000856290,1.42753,1.5353076,1.2886258,0.0,0.0,0.0,0.0,0.0,0.0,1.7166914,1.2816554,1.2885513,0.0,0.0,0.0,0.0,0.0,0.0,13.29535633200132,1.0,1.0,0.0069262176267043014,0
9220,83339_1000833389,1.3979952,1.4425428,1.2362335,0.0,0.0,0.0,0.0,0.0,0.0,1.5891657,1.2720648,1.236222,0.0,0.0,0.0,0.0,0.0,0.0,12.56125980519981,1.0,1.0,0.01237940212219981,0
